,originalTitle,director,startYear,runtimeMinutes,genre1,genre2,genre3,overview,popularity,ID
48,Les quatre cents coups,François Truffaut,1959,99,Crime,Drame,,"Pour le jeune Parisien Antoine Doinel, la vie est une succession de situations difficiles les unes après les autres. Entouré d'adultes inconsidérés, dont ses parents négligents, Antoine passe ses journées avec son meilleur ami, René, à tenter de planifier une vie meilleure. Lorsqu'un de leurs projets tourne mal, Antoine se retrouve avec des démêlés avec la justice, ce qui entraîne encore plus de conflits avec des figures d'autorité antipathiques.",13.839,https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
49,Le signe du lion,Éric Rohmer,1962,103,Drame,,,"Un Américain à Paris vit en épongeant ses amis qui travaillent et organise une fête avec de l'argent emprunté lorsque sa riche tante américaine meurt, croyant fermement en son horoscope.",2.998,https://m.media-amazon.com/images/M/MV5BNjVmODMyZWEtOWM1Ny00NGVlLWIyMzUtMmI0NTYzODM3MTQzXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg
50,Voulez-vous danser avec moi?,Michel Boisrond,1959,91,Crime,Drame,Mystère,"Hervé se dispute avec sa femme, après quoi il rencontre une jolie femme dans une discothèque. Une aventure d'un soir avec elle se transforme en tragédie lorsque la femme est tuée.",1.321,https://m.media-amazon.com/images/M/MV5BNGNiMmQ3MDItZTE4Yi00YTRmLThmNGMtOTFlODRhYWE4ZGU0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg
51,Les yeux sans visage,Georges Franju,1960,90,Drame,Horreur,,"Le Dr Génessier est rongé par la culpabilité après qu'un accident qu'il a causé a défiguré le visage de sa fille, la belle Christiane, que les étrangers croient morte. Le Dr Génessier, accompagné de sa complice et laborantine Louise, kidnappe des jeunes femmes et les amène au manoir Génessier. Après avoir rendu ses victimes inconscientes, le Dr Génessier leur enlève le visage et tente de les greffer sur celui de Christiane.",9.055,https://m.media-amazon.com/images/M/MV5BNGY3MjVhN2MtMmUyMy00MjBjLWI2NTQtMjI4YTYwYmNlYzZiXkEyXkFqcGdeQXVyODY5Njk4Njc@._V1_.jpg
52,À bout de souffle,Jean-Luc Godard,1960,90,Crime,Drame,,"Un petit voleur vole une voiture et assassine impulsivement un policier à moto. Recherché par les autorités, il tente de persuader une jeune fille de s'enfuir avec lui en Italie.",13.45,https://m.media-amazon.com/images/M/MV5BZWQwMTY1OGItY2Y4OC00NTFkLTk0NjEtZjNmNDM0MzEwMDY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
53,Austerlitz,Abel Gance,1960,122,Drame,Histoire,Guerre,"Napoléon Bonaparte se couronne empereur et combat les Anglais, les Autrichiens et les Russes en 1802.",4.167,https://m.media-amazon.com/images/M/MV5BMjM4ZjQ4N2EtNzlkNS00M2YyLWI3NzYtZWM4MzNlMzE3ZDkwXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_.jpg
54,Les bonnes femmes,Claude Chabrol,1960,100,Drame,Mystère,Romance,Quatre Parisiennes naviguent dans le monde de la romance et du quotidien pour réaliser leurs rêves.,3.031,https://m.media-amazon.com/images/M/MV5BNzc5NGM2YmUtZTgwYS00ZTU0LTgyOTktOTY5NzNhZGMwMGI1XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
55,Les jeux de l'amour,Philippe de Broca,1960,86,Comédie,,,"Victor (Jean-Pierre Cassel) et Suzanne (Geneviève Cluny) forment un couple en désaccord sur l'engagement dans cette comédie dramatique légère et rythmée de Philippe de Broca. Suzanne a besoin d'être rassurée par Victor sur l'avenir de leur relation. C'est un peintre au côté créatif inspiré qui a du mal à comprendre le point de vue de Suzanne. Ils sont heureux ensemble ; quel est le problème? Alors, lorsqu'un ami entre en scène et propose à Suzanne, Victor se rend soudain compte que Suzanne avait raison. Sans engagement formel, l’homme soudain incertain n’aime pas la vue de l’autre rive.",0.728,https://m.media-amazon.com/images/M/MV5BMTAzZDc5M2EtNjI1OC00NGQ0LWFkNzYtYzk1MjAzMDFiYjQ0XkEyXkFqcGdeQXVyMjUyMjUzMw@@._V1_.jpg
56,Le petit soldat,Jean-Luc Godard,1963,88,Drame,Guerre,,"Durant la guerre d'indépendance de l'Algérie vis-à-vis de la France, un jeune Français vivant à Genève et appartenant à un groupe terroriste de droite et une jeune femme appartenant à un groupe terroriste de gauche se rencontrent et tombent amoureux. Les complications surviennent lorsque l'homme est soupçonné par les membres de son groupe terroriste d'être un agent double.",7.375,https://m.media-amazon.com/images/M/MV5BMTM4MzA3MDA3NV5BMl5BanBnXkFtZTYwMDg0NDA5._V1_.jpg
57,Plein soleil,René Clément,1960,118,Crime,Drame,Thriller,"Tom Ripley est un imitateur talentueux, un moqueur, un faussaire et un improvisateur criminel polyvalent ; mais il y a plus chez Tom Ripley que lui-même ne peut le deviner.",11.445,https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_.jpg
58,Le testament d'Orphée ou ne me demandez pas pourquoi,Jean Cocteau,1960,79,Biographie,Fantaisie,,"Hors du temps et de la réalité, les expériences d'un poète. Le jugement du jeune poète par Heurtebise et la Princesse, les Gitans, le palais de Pallas Athéna, la lance de la Déesse qui transperce le cœur du poète, la tentation du Sphinx, la fuite d'Œdipe et l'Assomption finale. Ce film est le troisième volet de la trilogie orphique de Cocteau, qui comprend Le Sang d'un poète (1930), Orphée (1950) et Le Testament d'Orphée (1960).",5.568,https://m.media-amazon.com/images/M/MV5BMTkwMTA1NTIxMl5BMl5BanBnXkFtZTYwMTUzOTU5._V1_.jpg
59,Tirez sur le pianiste,François Truffaut,1960,92,Crime,Drame,Thriller,"Charlie est un ancien pianiste classique qui a changé de nom et joue désormais du jazz dans un bar crasseux de Paris. Lorsque les frères de Charlie, Richard et Chico, font surface et demandent l'aide de Charlie alors qu'ils fuient les gangsters qu'ils ont arnaqués, il les aide à s'échapper. Bientôt, Charlie et Lena, serveuse du même bar, font face à des ennuis lorsque des gangsters arrivent à la recherche de ses frères.",8.445,https://m.media-amazon.com/images/M/MV5BYzgwMzA4OWYtNjIyNC00ZDkwLWIxMWItNzllNjA0NTU2ZTNlXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
60,Le trou,Jacques Becker,1960,131,Crime,Drame,Thriller,"Quatre détenus ont élaboré un plan pour sortir littéralement de prison lorsqu'un autre prisonnier, Claude Gaspard, est transféré dans leur cellule. Ils prennent un risque et partagent leur projet avec le nouveau venu. Pendant trois jours, les prisonniers et leurs amis percent le sol en béton à l'aide d'un poteau de lit et commencent à se frayer un chemin dans les égouts. Leur évasion est pourtant loin d'être assurée.",11.267,https://m.media-amazon.com/images/M/MV5BMTUwOTI2MDY2M15BMl5BanBnXkFtZTgwMjk1NjIxMzE@._V1_.jpg
61,L'année dernière à Marienbad,Alain Resnais,1961,94,Drame,Mystère,,"Dans un château étrange et isolé, un homme fait la connaissance d'une femme et insiste sur le fait qu'ils se sont déjà rencontrés.",11.284,https://m.media-amazon.com/images/M/MV5BZGE1YWFlMjgtYmMxYi00NTRhLWJhYjQtNjUzYzYyNGU3ODFkXkEyXkFqcGdeQXVyNzIwNDA4NzI@._V1_.jpg
62,Le combat dans l'île,Alain Cavalier,1962,104,Drame,Thriller,,"Fils charismatique et revêche d'un riche industriel, Clément mène une double vie en tant que membre d'une organisation d'extrême droite. Lorsqu'il est dénoncé après une tentative d'assassinat ratée contre un éminent homme politique, Clément et sa femme Anne, qui souffre depuis longtemps, fuient Paris pour se rendre dans la maison de campagne idyllique de son ami d'enfance, le graveur pacifiste Paul. Alors que l'affection s'épanouit entre Paul et Anne, les tensions émotionnelles et politiques montent en flèche et finissent par exploser.",2.289,https://m.media-amazon.com/images/M/MV5BMTcyYjJmMjUtZTRkYy00ODhjLTllZjQtMzUwOTBjNzhjYzRkXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg
63,Le doulos,Jean-Pierre Melville,1962,108,Crime,Thriller,,"L'énigmatique gangster Silien est peut-être chargé ou non d'avoir dénoncé Faugel, qui vient de sortir de prison et est déjà impliqué dans ce qui devrait être un simple braquage. À la fin de ce policier brutal, tortueux et à plusieurs niveaux, à qui pourra-t-on faire confiance ?",7.501,https://m.media-amazon.com/images/M/MV5BZGQxMDZlNzUtOWE0NC00NWE0LTlkMGUtYzM4OGVmOTRlZGQ0XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg
64,Le goût de la violence,Robert Hossein,1961,85,Drame,Occidental,,Perez kidnappe la fille du président pour l'échanger contre des révolutionnaires emprisonnés.,0.6,https://m.media-amazon.com/images/M/MV5BYmE0NjYyMzYtNjQ1Yi00Y2M3LTk4NzYtZGZiYTNhYTg2NDM2XkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_.jpg
65,Jules et Jim,François Truffaut,1962,105,Drame,Romance,,"Dans les jours d'insouciance qui précèdent la Première Guerre mondiale, l'auteur autrichien introverti Jules se lie d'amitié avec l'exubérant Français Jim et les deux hommes tombent amoureux de la belle et impulsive Catherine.",8.11,https://m.media-amazon.com/images/M/MV5BZTM1MTRiNDctMTFiMC00NGM1LTkyMWQtNTY1M2JjZDczOWQ3XkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_.jpg
66,"Léon Morin, prêtre",Jean-Pierre Melville,1961,117,Drame,Romance,Guerre,"La veuve Barny vit dans la France occupée par les nazis et s'occupe de sa fille à moitié juive dans un petit village. À l'arrivée des Allemands, elle décide de la baptiser et choisit pour cela le curé Léon Morin. Après avoir passé du temps avec lui, la relation avec son confesseur se transforme en confrontation à la fois avec Dieu et avec son propre désir refoulé.",6.872,https://m.media-amazon.com/images/M/MV5BZGU2NmUyODgtNjU4NC00MTQ0LTg4NTgtZWY0ZTdiMDhjYmVjXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg
67,Lola,Jacques Demy,1961,90,Drame,Romance,,"Un jeune homme qui s'ennuie rencontre son ancienne petite amie, aujourd'hui danseuse de cabaret et mère célibataire, et se retrouve bientôt à retomber amoureux d'elle.",8.18,https://m.media-amazon.com/images/M/MV5BOTg2NTUzOWItMWI1Mi00MzI0LTg4YjgtZDRjZWIzM2Q0YmY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_.jpg
68,Une femme est une femme,Jean-Luc Godard,1961,84,Comédie,Drame,Romance,"Envie d'avoir un bébé, une strip-teaseuse poursuit un autre homme pour rendre son petit ami jaloux.",8.392,https://m.media-amazon.com/images/M/MV5BODAyYWU3ZjUtMjQ4ZS00MmRjLWExZWYtNDhmNWQzZjljZjVmXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg
69,Cléo de 5 à 7,Agnès Varda,1962,90,Comédie,Drame,Musique,"Agnès Varda capture avec éloquence le Paris des années soixante avec ce portrait en temps réel d'une chanteuse à la dérive dans la ville alors qu'elle attend les résultats d'une biopsie. Chronique des minutes de la vie d'une femme, Cléo de 5 à 7 est un mélange fougueux de vérité vive et de mélodrame, avec une musique de Michel Legrand et des camées de Jean-Luc Godard et Anna Karina.",13.094,https://m.media-amazon.com/images/M/MV5BZWRmNjEzY2UtOTU2NS00ODAyLWFmYWMtYzc2NmY2MWYzZDg0XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_.jpg
70,Madame Sans Gêne,Christian-Jaque,1961,98,Comédie,Drame,Romance,"Catherine Hubscher, qui lave les chemises du jeune Napoléon et des autres soldats révolutionnaires, tombe amoureuse du sergent Lefebvre. Les circonstances confèrent à Lefebvre un titre de noblesse et même plus : Napoléon décide de faire de lui le dirigeant local d'un vaste fief territorial. Mais les ennuis éclatent lorsque Madame Sans-Gene, désormais élevée à la noblesse avec son homme, ne parvient pas à garder sous contrôle ses franches observations.",2.663,https://m.media-amazon.com/images/M/MV5BMmIwMmUyNjctZDI5NC00ZjAwLTlmOTYtNjkzOTgyOTQ4MmFjXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg
71,Le Masque de fer,Henri Decoin,1962,127,Aventure,,,"L'histoire des Trois Mousquetaires, D'Artagnan, et l'emprisonnement dans un masque de fer du jumeau identique du roi de France, Louis XIV.",2.237,https://m.media-amazon.com/images/M/MV5BN2ZkNmMzYWUtOTIyMi00ZDExLTljNmMtZmJiZjFhNDg4NmQ4XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg
72,L'oeil du malin,Claude Chabrol,1962,80,Drame,,,L'histoire d'un journaliste du sud de l'Allemagne qui séjourne chez un romancier et sa femme et commence peu à peu à détruire la vie du jeune couple.,1.872,https://m.media-amazon.com/images/M/MV5BMDY3OGNlOTMtMjE3OC00YzNmLTk4ZTUtMWZmMGIwYTQ1OWY4XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_.jpg
73,Seul ou avec d'autres,,1962,64,Drame,,,"À la fin de l'année 1961, trois jeunes étudiants, Denys Arcand, Denis Héroux et Stéphane Venne, décident de réaliser un long métrage centré sur les avantages de la vie étudiante. Le film mélange fiction et réalité à la manière du cinéma vérité. ""Seul ou avec d'autres"" est souvent considéré comme le premier film indépendant du Québec.",0.681,https://m.media-amazon.com/images/M/MV5BYTVkNmQ5YWUtMTAxNi00NjdjLThlNWItZGQ5OTAwZTdmZGFjXkEyXkFqcGdeQXVyNjMyMjcxNTc@._V1_.jpg
74,Vivre sa vie: Film en douze tableaux,Jean-Luc Godard,1962,85,Drame,,,Douze récits épisodiques sur la vie d'une Parisienne et sa lente descente dans la prostitution.,12.322,https://m.media-amazon.com/images/M/MV5BNzg2ZjI1ZDUtM2U5ZS00OTczLTkxY2EtYjY2OWIwNWNmMTkzXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
75,La Baie des anges,Jacques Demy,1963,90,Drame,Romance,,Un employé de banque est entraîné dans le monde risqué d'une magnifique accro au jeu.,7.816,https://m.media-amazon.com/images/M/MV5BNjg1N2MwN2ItOTM2ZS00NDIyLWEwNDEtZjFkZjk4MGEzNTAyXkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_.jpg
76,Les carabiniers,Jean-Luc Godard,1963,80,Comédie,Drame,Guerre,"Lors d'une guerre dans un pays imaginaire, des soldats sans scrupules recrutent des agriculteurs pauvres en leur promettant une vie facile et heureuse. Deux de ces agriculteurs écrivent à leurs femmes leurs exploits.",5.994,https://m.media-amazon.com/images/M/MV5BN2IyMjZiNTYtNGRmNi00MDg1LTg1OGYtNDIzNTY5YjhmMjUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
77,Le joli mai,,1963,165,Documentaire,,,"Entretiens francs avec des gens ordinaires sur la signification du bonheur, une notion souvent amorphe et inarticulable qui évoque des idéaux plus fondamentaux et fondamentalement égalitaires d'amélioration de soi, de prospérité, de tolérance, d'opportunités économiques et de liberté.",3.84,https://m.media-amazon.com/images/M/MV5BMTM3NDAwMjc4OV5BMl5BanBnXkFtZTcwMzUwNTQ2OQ@@._V1_.jpg
78,Mélodie en sous-sol,Henri Verneuil,1963,118,Crime,Drame,Romance,"Charles, fraîchement sorti de prison, rejette le projet de sa femme de mener une vie tranquille et respectable bourgeoise. Il fait appel à un ancien compagnon de cellule, Francis, pour l'aider à réaliser un dernier score, un assaut soigneusement planifié contre le coffre-fort d'un casino de Cannes.",7.107,https://m.media-amazon.com/images/M/MV5BMmQxNmE2MDgtOWRkNS00MDBiLWFmOTctMTMzY2Q4N2QyMjZkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
79,Le mépris,Jean-Luc Godard,1963,102,Drame,Romance,,"Philistin du milieu du cinéma d'art, Jeremy Prokosch est un producteur mécontent du travail de son réalisateur. Prokosch a engagé Fritz Lang pour réaliser une adaptation de ""L'Odyssée"", mais quand il semble que le cinéaste légendaire est en train de faire un film destiné à bombarder le box-office, il fait appel à un scénariste pour dynamiser le scénario. Le professionnel croise le personnel lorsqu'un fossé se développe entre l'écrivain et sa femme.",10.185,https://m.media-amazon.com/images/M/MV5BZWVjM2ZlNTktYzAzOS00YjQyLWE4MWMtNzViNTlmZTdkYWU0XkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_.jpg
80,Pour la suite du monde,,1963,105,Documentaire,,,"À l'instigation des cinéastes, les jeunes hommes de l'Île-aux-Coudres au milieu du fleuve Saint-Laurent tentent en mémoire de leurs ancêtres de relancer la pêche aux bélugas interrompue en 1924.",0.726,https://m.media-amazon.com/images/M/MV5BMjk1MTZkMmEtMzMzYi00OTIyLTgwNGQtNGViYzc3YzMyODZkXkEyXkFqcGdeQXVyNjI1OTcxMDI@._V1_.jpg
81,À tout prendre,Claude Jutra,1963,99,Drame,,,"Un homme se débat avec son identité, ses choix de vie, ses relations interraciales et son homosexualité latente. Un portrait de quelques jeunes intellectuels du début des années soixante à Montréal.",1.334,https://m.media-amazon.com/images/M/MV5BMmY3MGU2Y2YtODBkYS00MDJmLWIxOGYtZmNkYWRhZmNmZDQzXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_.jpg
82,Bande à part,Jean-Luc Godard,1964,95,Comédie,Crime,Drame,"Les fainéants cinéphiles Franz et Arthur passent leurs journées à imiter les antihéros des films noirs et des westerns hollywoodiens tout en poursuivant la charmante Odile. Le trio marginal bouscule les conventions à chaque instant, que ce soit à travers des danses chorégraphiées dans les cafés ou des ébats ludiques au Louvre. Finalement, leur vision romantique des hors-la-loi les pousse à planifier leur propre braquage, mais leur inexpérience peut les envoyer dans un éclat de gloire – ce qui pourrait être exactement ce qu'ils souhaitent.",7.941,https://m.media-amazon.com/images/M/MV5BZmNkN2E0YjgtMzg0Yi00YTJlLTlmY2QtYjIzM2E1YWZkNzRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
83,Le chat dans le sac,Gilles Groulx,1964,74,Drame,,,Un jeune journaliste est mécontent de la société et réfléchit à ce qu'il peut faire pour y remédier.,1.4,https://m.media-amazon.com/images/M/MV5BNTEzYmMxOGEtMzViNy00YjIzLWFhNzItMDQ1NjYwNjcwZTc0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
84,Le corniaud,Gérard Oury,1965,111,Aventure,Comédie,Crime,"Dans cette parodie de gangsters franco-italiens, un commerçant en route pour des vacances en Italie subit un accident qui détruit sa voiture. Le coupable ne peut compenser son voyage gâché qu'en conduisant la voiture d'un ami américain de Naples à Bordeaux, mais comme elle est remplie de contrebande telle que de l'argent volé, des bijoux et de la drogue, les compagnons involontaires et involontaires du crime attirent bientôt toute l'attention, sauf récréative. du ""milieu"".",15.445,https://m.media-amazon.com/images/M/MV5BNTQ5NWU1NzQtYzFjNC00NjA1LTljODgtOGY4NDQxNWEwNzQyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
